LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Female,GER SHEPHERD,MULTI,SOPHIE,15237,2099,3/24/2016 15:11
Dog Lifetime Male,GER SHEPHERD,BROWN,MOOSE,15068,2099,3/23/2016 8:41
Dog Lifetime Neutered Male,GER SHEPHERD,BROWN,MOOSE,15068,2099,3/23/2016 8:41
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,LEROY,15122,2099,3/31/2016 10:38
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,XENA,15133,2099,3/28/2016 10:10
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,ZEKE,15236,2099,6/21/2016 15:48
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,DEXTER,15227,2099,6/17/2016 14:33
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,KAIDEN,15108,2099,7/5/2016 11:46
Dog Lifetime Duplicate,GER SHEPHERD,BLACK/BROWN,KAIDEN,15108,2099,8/8/2017 12:29
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,GRACIE,15132,2099,10/24/2016 12:34
Dog Lifetime Neutered Male,GER SHEPHERD,WHITE/BLACK/BROWN,MARSHALL,15237,2099,6/28/2016 15:53
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK,KYA,15131,2099,6/27/2016 9:02
Dog Lifetime Spayed Female,GER SHEPHERD,SABLE,HAZEL,15034,2099,5/18/2016 15:24
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,BUGSY,15227,2099,5/25/2016 11:22
Dog Lifetime Male,GER SHEPHERD,BLACK/TAN,THOR,15063,2099,6/16/2016 8:50
Dog Lifetime Male,GER SHEPHERD,SABLE,NIC,15122,2099,1/25/2017 15:09
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,RAIN,15202,2099,5/4/2016 15:12
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,MISS OLINDA,15218,2099,5/5/2016 12:23
Dog Lifetime Spayed Female,GER SHEPHERD,TRI-COLOR,REMINGTON,15018,2099,5/3/2016 16:05
Dog Lifetime Male,GER SHEPHERD,BLACK/RED,BARON,15136,2099,8/22/2017 15:37
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,BEAR,15088,2099,4/15/2016 14:53
Dog Lifetime Male,GER SHEPHERD,SPOTTED,AXEL,15108,2099,5/2/2016 8:23
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,EMMY,15068,2099,1/25/2017 14:42
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,LENA,15133,2099,3/15/2011 12:44
Dog Senior Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,BEAR,15122,2099,2/17/2011 12:38
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,HARPER,15084,2099,2/3/2014 14:12
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,PETE,15037,2099,1/7/2011 15:27
Dog Out of County Transfer - Lifetime,GER SHORTHAIR POINT,WHITE/LIVER,GRETA,15126,2099,11/3/2010 12:11
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,GUNNER,15044,2099,1/24/2011 14:00
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,COPPER,15045,2099,11/3/2010 11:35
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,HADLEY,15235,2099,9/13/2010 10:13
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,BARON,15228,2099,8/25/2009 11:03
Dog Lifetime Male,GER SHORTHAIR POINT,SPOTTED,BOGIE,15668,2099,3/26/2010 13:22
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,DARBY,15236,2099,2/18/2009 15:50
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,NEKO,15147,2099,2/13/2009 9:44
Dog Senior Lifetime Female,GER SHORTHAIR POINT,LIVER,DAHLIA,15024,2099,4/13/2009 15:41
Dog Lifetime Male,GER SHORTHAIR POINT,LIVER,SLICK,15243,2099,3/20/2009 14:17
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,LEELA,15238,2099,3/30/2010 14:12
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,DIXIE,15122,2099,3/30/2010 14:40
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/LIVER,DIXIE,15122,2099,9/28/2012 10:10
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,BONNY BELLE,15045,2099,2/23/2010 14:48
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,BONNY BELLE,15045,2099,2/23/2010 14:48
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,GRACIE,15236,2099,3/1/2010 10:46
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,CHARLIE,15116,2099,2/16/2010 11:33
Dog Lifetime Female,GER SHORTHAIR POINT,WHITE/BROWN,SUZIE,15122,2099,1/12/2018 13:44
Dog Lifetime Male,GER SHORTHAIR POINT,SPOTTED,CHAMP BUDDY BOY,15147,2099,6/5/2007 15:13
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BLACK/LIVER,PATCHES,15045,2099,6/22/2007 9:23
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK/BROWN,JOSIE,15035,2099,1/14/2008 11:39
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BROWN,BRAVO,15668,2099,2/6/2007 15:42
Dog Lifetime Female,GER SHORTHAIR POINT,WHITE/BROWN,PAIGE,15215,2099,4/13/2007 14:12
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,PAIGE,15215,2099,4/30/2013 8:42
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,PAIGE,15215,2099,
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,MOLLY,15143,2099,11/13/2007 12:05
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,JAMIE,15202,2099,11/13/2007 14:32
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,MULTI,BAYLEE,15102,2099,10/31/2007 15:32
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,MAXINE,15137,2099,12/3/2008 8:15
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,.,BOGIE,15235,2099,10/21/2008 10:21
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,GRETA,15122,2099,3/9/2010 13:34
Dog Out of County Transfer - Lifetime,GER SHORTHAIR POINT,WHITE/LIVER,RUGER,15202,2099,2/15/2008 14:07
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,RYE,15229,2099,3/3/2008 13:59
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,RYE,15229,2099,2/26/2010 11:19
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,ROMMEL,15090,2099,5/1/2008 8:13
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,BABY,15018,2099,1/18/2006 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,PEPPER,15237,2099,3/6/2007 8:59
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,MOLLY,15037,2099,3/16/2006 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,PENNY,15037,2099,3/16/2006 0:00
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,DAGGER,15237,2099,2/21/2007 15:41
Dog Lifetime Duplicate,GER SHORTHAIR POINT,SPOTTED,DAGGER,15237,2099,3/14/2014 12:52
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BROWN,TYLER,15122,2099,11/15/2005 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,BROWN,ABBY,15014,2099,2/15/2005 0:00
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/LIVER,TANNER,15147,2099,3/1/2005 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,BROWN,ABBY,15143,2099,2/24/2005 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,KASSI,15147,2099,2/8/2005 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,LADY,15237,2099,1/26/2005 0:00
Dog Lifetime Female,GER SHORTHAIR POINT,SPOTTED,ABBEY,15237,2099,1/20/2006 0:00
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BROWN,MAZON,15102,2099,1/11/2005 0:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,CABELA,15236,2099,6/23/2009 15:31
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,MINA,15144,2099,2/4/2010 16:13
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,SPARKLES,15148,2099,3/6/2007 8:59
Dog Senior Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,LILLY,15241,2099,8/27/2013 15:27
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,KIMBER,15025,2099,9/19/2014 8:34
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,KIMBER,15025,2099,7/8/2015 13:34
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,KIMBER,15025,2099,10/20/2017 9:10
Dog Lifetime Female,GER SHORTHAIR POINT,SPOTTED,LUCY,15236,2099,6/5/2013 12:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,GEMMA,15227,2099,6/5/2013 8:48
Dog Lifetime Duplicate,GER SHORTHAIR POINT,LIVER,GEMMA,15227,2099,2/25/2015 13:58
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,GRETCHEN,15108,2099,5/7/2013 13:39
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,LUKE,15132,2099,4/26/2013 13:17
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,SOPHIE,15101,2099,2/6/2013 14:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,REMI,15101,2099,11/2/2012 15:26
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/BROWN,REMI,15101,2099,10/27/2015 14:17
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,REMMI,15332,2099,1/22/2013 10:43
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/LIVER,KLAUS,15065,2099,8/13/2012 12:23
Dog Lifetime Duplicate,GER SHORTHAIR POINT,WHITE/LIVER,KLAUS,15065,2099,10/21/2014 14:22
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,TAVISH,15202,2099,8/2/2011 16:12
Dog Lifetime Male,GER SHORTHAIR POINT,SALT/PEPPER,ALEX,15146,2099,10/14/2011 15:44
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,MADDIE,15116,2099,10/11/2011 12:20
Dog Lifetime Duplicate,GER SHORTHAIR POINT,SPOTTED,MADDIE,15116,2099,12/30/2013 12:43
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,RUGER,15236,2099,10/26/2011 14:10
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,LUCY LU RAPP,15229,2099,7/5/2011 10:42
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,BRANDY,15142,2099,5/16/2012 13:59
Dog Lifetime Male,GER SHORTHAIR POINT,LIVER,JASPER,15122,2099,6/4/2012 10:47
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,BINNI,15133,2099,4/4/2012 14:03
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BROWN/TAN,BLITZ,15120,2099,1/17/2012 14:04
Dog Lifetime Male,GER SHORTHAIR POINT,LIVER,DUKE,15110,2099,1/11/2012 12:12
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,ZOE,15239,2099,1/10/2012 8:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,MAGGI,15147,2099,12/30/2011 15:28
Dog Lifetime Male,GER SHORTHAIR POINT,WHITE,DEKKER,15129,2099,8/7/2014 9:32
Dog Lifetime Female,GER SHORTHAIR POINT,WHITE/BROWN,ALICE,15237,2099,8/11/2014 10:43
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,MULTI,AXEL,15236,2099,6/12/2014 10:37
Dog Out of County Transfer - Lifetime,GER SHORTHAIR POINT,MULTI,BAX,15146,2099,8/19/2014 15:08
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE,HEIDI,15108,2099,4/7/2014 11:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,LADY,16046,2099,5/2/2014 14:44
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,OTTO,15143,2099,3/11/2014 11:36
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,HELEN,15143,2099,3/11/2014 11:36
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,CHARLIE,15084,2099,2/3/2014 14:12
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,TEMPERANCE,15102,2099,1/6/2016 15:23
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,BROWN,SADEE,15025,2099,10/24/2016 8:11
Dog Lifetime Female,GER SHORTHAIR POINT,SPOTTED,LILLY,15227,2099,10/7/2013 12:18
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,KELLS,15137,2099,10/28/2014 9:13
Dog Lifetime Female,GER SHORTHAIR POINT,WHITE/BROWN,LILA,15084,2099,9/24/2014 10:47
Dog Senior Lifetime Female,GER SHORTHAIR POINT,WHITE/BLACK,GYPSY,15135,2099,10/2/2014 11:19
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,MULTI,LIZZY,15229,2099,10/21/2014 13:57
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,THOR,15120,2099,2/19/2015 10:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,KIMBER,15218,2099,2/10/2015 16:10
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,DAISY,15044,2099,2/11/2015 14:07
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,PACKER,15218,2099,2/11/2015 14:07
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,BELLA,15218,2099,2/11/2015 14:07
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,NESTLE,15143,2099,12/12/2014 14:31
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,SCOUT,15044,2099,5/23/2016 12:30
Dog Lifetime Female,GER SHORTHAIR POINT,LIVER,REMY,15044,2099,10/3/2017 12:43
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,BLACK/BROWN,RUSTY ADAMS,15216,2099,7/13/2015 15:30
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,GRACIE,15108,2099,3/5/2015 15:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,TISH,15101,2099,1/20/2017 9:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,BERTIE,15143,2099,5/26/2016 16:18
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BLACK,TUCKER,15227,2099,6/8/2016 11:14
Dog Lifetime Male,GER SHORTHAIR POINT,WHITE/LIVER,SAMSON,15108,2099,5/20/2016 16:15
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BLACK,HANK,15229,2099,4/17/2017 8:53
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,CHASE,15143,2099,4/6/2016 13:30
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,BROWN,LUCY,15143,2099,2/9/2016 13:33
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,KAYDEE,15090,2099,12/8/2016 13:45
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BLACK,BARRETT IV,15037,2099,12/12/2016 13:34
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,WILSON,15205,2099,10/12/2016 12:05
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,MADDY MCKEAN RAPP,15229,2099,10/24/2016 10:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,DAISY,15108,2099,2/8/2017 14:39
Dog Senior Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,ZOEY,15136,2099,9/1/2016 12:30
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,WINSTON,15116,2099,6/10/2015 15:21
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BLACK,ROXY,15236,2099,4/6/2017 9:06
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,ROCKET,15237,2099,1/4/2016 15:31
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,CHARLIE BROWN,15234,2099,
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,CHARLIE BROWN,15234,2099,3/1/2016 14:03
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,DRAKE,15243,2099,3/31/2015 14:44
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,CHARLIE,15236,2099,5/11/2015 10:39
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,RIGGINS,15108,2099,9/22/2015 9:36
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,RIVERS,15143,2099,12/24/2015 11:37
Dog Senior Lifetime Male,GER SHORTHAIR POINT,SPOTTED,LEVI,15147,2099,2/2/2016 14:39
Dog Lifetime Duplicate,GER SHORTHAIR POINT,SPOTTED,LEVI,15147,2099,2/2/2016 14:39
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,JAGER,15133,2099,2/27/2017 16:09
Dog Senior Lifetime Male,GER SHORTHAIR POINT,SPOTTED,JACKSON,15238,2099,1/7/2016 9:10
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,BROWN,NIXIE,15228,2099,1/12/2016 11:39
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,XENO,15236,2099,6/12/2017 15:02
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,KIMBER,15133,2099,1/4/2018 14:42
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,NADDIE,15236,2099,6/16/2017 15:14
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,BOLT,15133,2099,1/4/2018 14:42
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,BENNY,15044,2099,10/3/2017 12:46
Dog Lifetime Female,GER SHORTHAIR POINT,WHITE/BROWN,JESSIE DET DET,15122,2099,9/14/2017 15:57
Dog Lifetime Male,GER SHORTHAIR POINT,SPOTTED,BRUNO,15146,2099,9/6/2017 8:43
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,GUNNER,15143,2099,2/24/2017 15:16
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,SPOTTED,BOONE,15057,2099,2/13/2017 13:38
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,SPOTTED,AMMO LEE,15146,2099,2/1/2018 10:19
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,WHITE/BROWN,BRODY,15143,2099,12/26/2017 14:46
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/BROWN,LETTIE,15218,2099,12/18/2017 15:45
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,LIVER,KONA,15108,2099,12/8/2017 15:25
Dog Lifetime Male,GER SHORTHAIR POINT,WHITE/LIVER,OX,15243,2099,12/8/2017 16:00
Dog Lifetime Spayed Female,GER SHORTHAIR POINT,WHITE/LIVER,ONEX,15236,2099,2/13/2018 8:58
Dog Lifetime Neutered Male,GER SPITZ,WHITE,BEAR,15044,2099,3/21/2013 15:56
Dog Lifetime Neutered Male,GER SPITZ,WHITE,BEAR,15108,2099,4/1/2016 14:33
Dog Lifetime Neutered Male,GER SPITZ,WHITE,BEAR,15108,2099,4/1/2016 14:33
Dog Lifetime Neutered Male,GER WIREHAIR POINTE,SPOTTED,CHASE,15237,2099,1/20/2006 0:00
Dog Lifetime Spayed Female,GER WIREHAIR POINTE,BLACK,DAISY,15209,2099,2/4/2011 15:23
Dog Senior Lifetime Male,GER WIREHAIR POINTE,BROWN,BODEY,15234,2099,10/11/2013 15:17
Dog Lifetime Neutered Male,GER WIREHAIR POINTE,WHITE/BROWN,OTIS,15024,2099,2/21/2014 11:47
Dog Lifetime Neutered Male,GER WIREHAIR POINTE,WHITE/BROWN,LOUIS,15228,2099,1/21/2016 13:15
Dog Lifetime Spayed Female,GER WIREHAIR POINTE,WHITE/BROWN,ARWEN,15108,2099,3/2/2017 11:18
Dog Lifetime Spayed Female,GER WIREHAIR POINTE,BROWN,LILLY ANNE,15216,2099,3/21/2017 15:04
Dog Lifetime Female,GLEN OF IMAAL TERRI,OTHER,DAULTON'S DIVINE NEALA,15238,2099,1/10/2007 14:20
Dog Senior Lifetime Spayed Female,GLEN OF IMAAL TERRI,WHITE,MANDY,15102,2099,2/9/2016 14:56
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HADLEY,15229,2099,1/10/2007 11:53
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,HADLEY,15229,2099,2/13/2008 12:08
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,HADLEY,15229,2099,9/24/2007 14:18
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,REX,15237,2099,1/9/2007 15:49
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TOBY,15237,2099,1/9/2007 15:49
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED,CONNOR,15132,2099,1/8/2007 12:30
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED,TAYLOR,15202,2099,4/13/2006 0:00
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,KATIE,15102,2099,9/8/2010 15:38
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,BAILEY,15108,2099,5/19/2005 0:00
Dog Lifetime Duplicate,GOLDEN RETRIEVER,GOLD,BAILEY,15108,2099,11/7/2013 10:20
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,GRACIE,15068,2099,11/20/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MURPHY,15132,2099,12/5/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,DAKOTA,15146,2099,11/8/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,CREAM,TUCKER,15239,2099,11/24/2006 0:00
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GINGER,15090,2099,10/2/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SCOUT,15129,2099,8/24/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,SARA,15044,2099,1/29/2013 9:09
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,CHEYENNE,15144,2099,8/30/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BEN,15120,2099,10/24/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,LOGAN,15239,2099,3/13/2007 8:08
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MONTY,15237,2099,4/24/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,JACK,15237,2099,5/1/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOLLY FOGLE,15235,2099,6/13/2016 8:54
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,AMBER,15239,2099,5/18/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,PRINCESS SOPHIA,15145,2099,6/23/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOJO,15108,2099,7/18/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GABRIELLA,15015,2099,5/8/2007 12:10
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,RED,BEN (BENJAMIN FRANKLIN),15101,2099,8/10/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BLONDE,MOLLY,15101,2099,8/10/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,TEDDY,15237,2099,11/9/2005 0:00
Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,MAC,15202,2099,9/20/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,REGAN,15037,2099,5/31/2005 0:00
Dog Senior Lifetime Female,GOLDEN RETRIEVER,GOLD,LUCI LU LARICK,15209,2099,6/17/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,RUDY,15147,2099,6/20/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,CASPAR,15235,2099,6/16/2005 0:00
Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,KATIE,15235,2099,6/16/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GINGER,15132,2099,7/12/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MOLLY,15116,2099,7/18/2005 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,BELLE,15236,2099,8/4/2005 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,OSCAR,15110,2099,4/5/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MISTLETOE,15116,2099,4/5/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HUNNY,15237,2099,4/5/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,CODY,15112,2099,5/9/2007 11:03
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BRINDLE,BRANDY,15235,2099,2/13/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,NUGGET,15229,2099,1/20/2006 0:00
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HONEY,15056,2099,6/28/2010 12:55
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,BUDDY,15229,2099,2/14/2006 0:00
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BROWN,HUNTER,15139,2099,1/16/2018 13:36
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,YELLOW,MURPHY,15236,2099,1/11/2011 14:17
Dog Lifetime Duplicate,GOLDEN RETRIEVER,TAN,JAKE,15235,2099,10/30/2009 13:37
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,TAN,JAKE,15235,2099,10/22/2007 15:17
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LOLA,15236,2099,4/30/2009 10:46
